breed,category,characteristic,star
West Highland White Terrier, Trainability,Tendency To Bark Or Howl,4
West Highland White Terrier, Trainability,Wanderlust Potential,3
West Highland White Terrier, Physical Needs,Energy Level,4
West Highland White Terrier, Physical Needs,Intensity,4
West Highland White Terrier, Physical Needs,Exercise Needs,4
West Highland White Terrier, Physical Needs,Potential For Playfulness,4
Welsh Terrier, Adaptability,Adapts Well To Apartment Living,3
Welsh Terrier, Adaptability,Good For Novice Owners,3
Welsh Terrier, Adaptability,Sensitivity Level,3
Welsh Terrier, Adaptability,Tolerates Being Alone,2
Welsh Terrier, Adaptability,Tolerates Cold Weather,2
Welsh Terrier, Adaptability,Tolerates Hot Weather,2
Welsh Terrier, All Around Friendliness,Affectionate With Family,4
Welsh Terrier, All Around Friendliness,Kid-Friendly,5
Welsh Terrier, All Around Friendliness,Dog Friendly,5
Welsh Terrier, All Around Friendliness,Friendly Toward Strangers,4
Welsh Terrier, Health And Grooming Needs,Amount Of Shedding,2
Welsh Terrier, Health And Grooming Needs,Drooling Potential,1
Welsh Terrier, Health And Grooming Needs,Easy To Groom,2
Welsh Terrier, Health And Grooming Needs,General Health,5
Welsh Terrier, Health And Grooming Needs,Potential For Weight Gain,3
Welsh Terrier, Health And Grooming Needs,Size,2
Welsh Terrier, Trainability,Easy To Train,3
Welsh Terrier, Trainability,Intelligence,5
Welsh Terrier, Trainability,Potential For Mouthiness,2
Welsh Terrier, Trainability,Prey Drive,5
Welsh Terrier, Trainability,Tendency To Bark Or Howl,4
Welsh Terrier, Trainability,Wanderlust Potential,4
Welsh Terrier, Physical Needs,Energy Level,5
Welsh Terrier, Physical Needs,Intensity,5
Welsh Terrier, Physical Needs,Exercise Needs,5
Welsh Terrier, Physical Needs,Potential For Playfulness,5
Welsh Springer Spaniel, Adaptability,Adapts Well To Apartment Living,4
Welsh Springer Spaniel, Adaptability,Good For Novice Owners,4
Welsh Springer Spaniel, Adaptability,Sensitivity Level,5
Welsh Springer Spaniel, Adaptability,Tolerates Being Alone,1
Welsh Springer Spaniel, Adaptability,Tolerates Cold Weather,4
Welsh Springer Spaniel, Adaptability,Tolerates Hot Weather,4
Welsh Springer Spaniel, All Around Friendliness,Affectionate With Family,5
Welsh Springer Spaniel, All Around Friendliness,Kid-Friendly,5
Welsh Springer Spaniel, All Around Friendliness,Dog Friendly,4
Welsh Springer Spaniel, All Around Friendliness,Friendly Toward Strangers,3
Welsh Springer Spaniel, Health And Grooming Needs,Amount Of Shedding,3
Welsh Springer Spaniel, Health And Grooming Needs,Drooling Potential,1
Welsh Springer Spaniel, Health And Grooming Needs,Easy To Groom,4
Welsh Springer Spaniel, Health And Grooming Needs,General Health,4
Welsh Springer Spaniel, Health And Grooming Needs,Potential For Weight Gain,4
Welsh Springer Spaniel, Health And Grooming Needs,Size,3
Welsh Springer Spaniel, Trainability,Easy To Train,5
Welsh Springer Spaniel, Trainability,Intelligence,5
Welsh Springer Spaniel, Trainability,Potential For Mouthiness,3
Welsh Springer Spaniel, Trainability,Prey Drive,3
Welsh Springer Spaniel, Trainability,Tendency To Bark Or Howl,5
Welsh Springer Spaniel, Trainability,Wanderlust Potential,5
Welsh Springer Spaniel, Physical Needs,Energy Level,5
Welsh Springer Spaniel, Physical Needs,Intensity,4
Welsh Springer Spaniel, Physical Needs,Exercise Needs,5
Welsh Springer Spaniel, Physical Needs,Potential For Playfulness,4
Weimaraner, Adaptability,Adapts Well To Apartment Living,1
Weimaraner, Adaptability,Good For Novice Owners,2
Weimaraner, Adaptability,Sensitivity Level,5
Weimaraner, Adaptability,Tolerates Being Alone,1
Weimaraner, Adaptability,Tolerates Cold Weather,3
Weimaraner, Adaptability,Tolerates Hot Weather,4
Weimaraner, All Around Friendliness,Affectionate With Family,5
Weimaraner, All Around Friendliness,Kid-Friendly,4
Weimaraner, All Around Friendliness,Dog Friendly,3
Weimaraner, All Around Friendliness,Friendly Toward Strangers,3
Weimaraner, Health And Grooming Needs,Amount Of Shedding,4
Weimaraner, Health And Grooming Needs,Drooling Potential,4
Weimaraner, Health And Grooming Needs,Easy To Groom,5
Weimaraner, Health And Grooming Needs,General Health,3
Weimaraner, Health And Grooming Needs,Potential For Weight Gain,2
Weimaraner, Health And Grooming Needs,Size,4
Weimaraner, Trainability,Easy To Train,4
Weimaraner, Trainability,Intelligence,5
Weimaraner, Trainability,Potential For Mouthiness,5
Weimaraner, Trainability,Prey Drive,5
Weimaraner, Trainability,Tendency To Bark Or Howl,2
Weimaraner, Trainability,Wanderlust Potential,5
Weimaraner, Physical Needs,Energy Level,5
Weimaraner, Physical Needs,Intensity,5
Weimaraner, Physical Needs,Exercise Needs,5
Weimaraner, Physical Needs,Potential For Playfulness,5
Valley Bulldog, Adaptability,Adapts Well To Apartment Living,4
Valley Bulldog, Adaptability,Good For Novice Owners,3
Valley Bulldog, Adaptability,Sensitivity Level,4
Valley Bulldog, Adaptability,Tolerates Being Alone,2
Valley Bulldog, Adaptability,Tolerates Cold Weather,1
Valley Bulldog, Adaptability,Tolerates Hot Weather,1
Valley Bulldog, All Around Friendliness,Affectionate With Family,5
Valley Bulldog, All Around Friendliness,Kid-Friendly,4
Valley Bulldog, All Around Friendliness,Dog Friendly,3
Valley Bulldog, All Around Friendliness,Friendly Toward Strangers,4
Valley Bulldog, Health And Grooming Needs,Amount Of Shedding,4
Valley Bulldog, Health And Grooming Needs,Drooling Potential,3
Valley Bulldog, Health And Grooming Needs,Easy To Groom,5
Valley Bulldog, Health And Grooming Needs,General Health,3
Valley Bulldog, Health And Grooming Needs,Potential For Weight Gain,4
Valley Bulldog, Health And Grooming Needs,Size,4
Valley Bulldog, Trainability,Easy To Train,3
Valley Bulldog, Trainability,Intelligence,3
Valley Bulldog, Trainability,Potential For Mouthiness,2
Valley Bulldog, Trainability,Prey Drive,3
Valley Bulldog, Trainability,Tendency To Bark Or Howl,4
Valley Bulldog, Trainability,Wanderlust Potential,1
Valley Bulldog, Physical Needs,Energy Level,4
Valley Bulldog, Physical Needs,Intensity,4
Valley Bulldog, Physical Needs,Exercise Needs,4
Valley Bulldog, Physical Needs,Potential For Playfulness,4
Vizsla, Adaptability,Adapts Well To Apartment Living,1
Vizsla, Adaptability,Good For Novice Owners,3
Vizsla, Adaptability,Sensitivity Level,5
Vizsla, Adaptability,Tolerates Being Alone,1
Vizsla, Adaptability,Tolerates Cold Weather,1
Vizsla, Adaptability,Tolerates Hot Weather,4
Vizsla, All Around Friendliness,Affectionate With Family,5
Vizsla, All Around Friendliness,Kid-Friendly,5
Vizsla, All Around Friendliness,Dog Friendly,5
Vizsla, All Around Friendliness,Friendly Toward Strangers,5
Vizsla, Health And Grooming Needs,Amount Of Shedding,2
Vizsla, Health And Grooming Needs,Drooling Potential,1
Vizsla, Health And Grooming Needs,Easy To Groom,5
Vizsla, Health And Grooming Needs,General Health,4
Vizsla, Health And Grooming Needs,Potential For Weight Gain,2
Vizsla, Health And Grooming Needs,Size,3
Vizsla, Trainability,Easy To Train,5
Vizsla, Trainability,Intelligence,4
Vizsla, Trainability,Potential For Mouthiness,4
Vizsla, Trainability,Prey Drive,2
Vizsla, Trainability,Tendency To Bark Or Howl,5
Vizsla, Trainability,Wanderlust Potential,5
Vizsla, Physical Needs,Energy Level,5
Vizsla, Physical Needs,Intensity,4
Vizsla, Physical Needs,Exercise Needs,5
Vizsla, Physical Needs,Potential For Playfulness,5
Treeing Walker Coonhound, Adaptability,Adapts Well To Apartment Living,1
Treeing Walker Coonhound, Adaptability,Good For Novice Owners,2
Treeing Walker Coonhound, Adaptability,Sensitivity Level,5
Treeing Walker Coonhound, Adaptability,Tolerates Being Alone,2
Treeing Walker Coonhound, Adaptability,Tolerates Cold Weather,3
Treeing Walker Coonhound, Adaptability,Tolerates Hot Weather,3
Treeing Walker Coonhound, All Around Friendliness,Affectionate With Family,4
Treeing Walker Coonhound, All Around Friendliness,Kid-Friendly,4
Treeing Walker Coonhound, All Around Friendliness,Dog Friendly,3
Treeing Walker Coonhound, All Around Friendliness,Friendly Toward Strangers,3
Treeing Walker Coonhound, Health And Grooming Needs,Amount Of Shedding,3
Treeing Walker Coonhound, Health And Grooming Needs,Drooling Potential,2
Treeing Walker Coonhound, Health And Grooming Needs,Easy To Groom,5
Treeing Walker Coonhound, Health And Grooming Needs,General Health,4
Treeing Walker Coonhound, Health And Grooming Needs,Potential For Weight Gain,3
Treeing Walker Coonhound, Health And Grooming Needs,Size,4
Treeing Walker Coonhound, Trainability,Easy To Train,2
Treeing Walker Coonhound, Trainability,Intelligence,4
Treeing Walker Coonhound, Trainability,Potential For Mouthiness,3
Treeing Walker Coonhound, Trainability,Prey Drive,4
Treeing Walker Coonhound, Trainability,Tendency To Bark Or Howl,5
Treeing Walker Coonhound, Trainability,Wanderlust Potential,5
Treeing Walker Coonhound, Physical Needs,Energy Level,4
Treeing Walker Coonhound, Physical Needs,Intensity,4
Treeing Walker Coonhound, Physical Needs,Exercise Needs,5
Treeing Walker Coonhound, Physical Needs,Potential For Playfulness,3
Australian Shepherd Husky, Adaptability,Adapts Well To Apartment Living,1
Australian Shepherd Husky, Adaptability,Good For Novice Owners,2
Australian Shepherd Husky, Adaptability,Sensitivity Level,4
Australian Shepherd Husky, Adaptability,Tolerates Being Alone,1
Australian Shepherd Husky, Adaptability,Tolerates Cold Weather,5
Australian Shepherd Husky, Adaptability,Tolerates Hot Weather,4
Australian Shepherd Husky, All Around Friendliness,Affectionate With Family,5
Australian Shepherd Husky, All Around Friendliness,Kid-Friendly,3
Australian Shepherd Husky, All Around Friendliness,Dog Friendly,2
Australian Shepherd Husky, All Around Friendliness,Friendly Toward Strangers,2
Australian Shepherd Husky, Health And Grooming Needs,Amount Of Shedding,4
Australian Shepherd Husky, Health And Grooming Needs,Drooling Potential,2
Australian Shepherd Husky, Health And Grooming Needs,Easy To Groom,3
Australian Shepherd Husky, Health And Grooming Needs,General Health,3
Australian Shepherd Husky, Health And Grooming Needs,Potential For Weight Gain,4
Australian Shepherd Husky, Health And Grooming Needs,Size,4
Australian Shepherd Husky, Trainability,Easy To Train,4
Australian Shepherd Husky, Trainability,Intelligence,5
Australian Shepherd Husky, Trainability,Potential For Mouthiness,3
Australian Shepherd Husky, Trainability,Prey Drive,4
Australian Shepherd Husky, Trainability,Tendency To Bark Or Howl,5
Australian Shepherd Husky, Trainability,Wanderlust Potential,5
Australian Shepherd Husky, Physical Needs,Energy Level,5
Australian Shepherd Husky, Physical Needs,Intensity,5
Australian Shepherd Husky, Physical Needs,Exercise Needs,5
Australian Shepherd Husky, Physical Needs,Potential For Playfulness,5
Toy Fox Terrier, Adaptability,Adapts Well To Apartment Living,5
Toy Fox Terrier, Adaptability,Good For Novice Owners,3
Toy Fox Terrier, Adaptability,Sensitivity Level,4
Toy Fox Terrier, Adaptability,Tolerates Being Alone,1
Toy Fox Terrier, Adaptability,Tolerates Cold Weather,2
Toy Fox Terrier, Adaptability,Tolerates Hot Weather,3
Toy Fox Terrier, All Around Friendliness,Affectionate With Family,5
Toy Fox Terrier, All Around Friendliness,Kid-Friendly,4
Toy Fox Terrier, All Around Friendliness,Dog Friendly,3
Toy Fox Terrier, All Around Friendliness,Friendly Toward Strangers,3
Toy Fox Terrier, Health And Grooming Needs,Amount Of Shedding,4
Toy Fox Terrier, Health And Grooming Needs,Drooling Potential,1
Toy Fox Terrier, Health And Grooming Needs,Easy To Groom,5
Toy Fox Terrier, Health And Grooming Needs,General Health,5
Toy Fox Terrier, Health And Grooming Needs,Potential For Weight Gain,2
Toy Fox Terrier, Health And Grooming Needs,Size,1
Toy Fox Terrier, Trainability,Easy To Train,3
Toy Fox Terrier, Trainability,Intelligence,4
Toy Fox Terrier, Trainability,Potential For Mouthiness,2
Toy Fox Terrier, Trainability,Prey Drive,5
Toy Fox Terrier, Trainability,Tendency To Bark Or Howl,4
Toy Fox Terrier, Trainability,Wanderlust Potential,4
Toy Fox Terrier, Physical Needs,Energy Level,5
Toy Fox Terrier, Physical Needs,Intensity,4
Toy Fox Terrier, Physical Needs,Exercise Needs,5
Toy Fox Terrier, Physical Needs,Potential For Playfulness,5
Australian Stumpy Tail Cattle Dog, Adaptability,Adapts Well To Apartment Living,1
Australian Stumpy Tail Cattle Dog, Adaptability,Good For Novice Owners,2
Australian Stumpy Tail Cattle Dog, Adaptability,Sensitivity Level,3
Australian Stumpy Tail Cattle Dog, Adaptability,Tolerates Being Alone,2
Australian Stumpy Tail Cattle Dog, Adaptability,Tolerates Cold Weather,4
Australian Stumpy Tail Cattle Dog, Adaptability,Tolerates Hot Weather,4
Australian Stumpy Tail Cattle Dog, All Around Friendliness,Affectionate With Family,3
Australian Stumpy Tail Cattle Dog, All Around Friendliness,Kid-Friendly,3
Australian Stumpy Tail Cattle Dog, All Around Friendliness,Dog Friendly,2
Australian Stumpy Tail Cattle Dog, All Around Friendliness,Friendly Toward Strangers,2
Australian Stumpy Tail Cattle Dog, Health And Grooming Needs,Amount Of Shedding,4
Australian Stumpy Tail Cattle Dog, Health And Grooming Needs,Drooling Potential,2
Australian Stumpy Tail Cattle Dog, Health And Grooming Needs,Easy To Groom,3
Australian Stumpy Tail Cattle Dog, Health And Grooming Needs,General Health,4
Australian Stumpy Tail Cattle Dog, Health And Grooming Needs,Potential For Weight Gain,4
Australian Stumpy Tail Cattle Dog, Health And Grooming Needs,Size,3
Australian Stumpy Tail Cattle Dog, Trainability,Easy To Train,3
Australian Stumpy Tail Cattle Dog, Trainability,Intelligence,4
Australian Stumpy Tail Cattle Dog, Trainability,Potential For Mouthiness,3
Australian Stumpy Tail Cattle Dog, Trainability,Prey Drive,3
Australian Stumpy Tail Cattle Dog, Trainability,Tendency To Bark Or Howl,2
Australian Stumpy Tail Cattle Dog, Trainability,Wanderlust Potential,4
Australian Stumpy Tail Cattle Dog, Physical Needs,Energy Level,5
Australian Stumpy Tail Cattle Dog, Physical Needs,Intensity,4
Australian Stumpy Tail Cattle Dog, Physical Needs,Exercise Needs,5
Australian Stumpy Tail Cattle Dog, Physical Needs,Potential For Playfulness,3
Tibetan Spaniel, Adaptability,Adapts Well To Apartment Living,5
Tibetan Spaniel, Adaptability,Good For Novice Owners,4
Tibetan Spaniel, Adaptability,Sensitivity Level,5
Tibetan Spaniel, Adaptability,Tolerates Being Alone,1
Tibetan Spaniel, Adaptability,Tolerates Cold Weather,1
Tibetan Spaniel, Adaptability,Tolerates Hot Weather,2
Tibetan Spaniel, All Around Friendliness,Affectionate With Family,5
Tibetan Spaniel, All Around Friendliness,Kid-Friendly,5
Tibetan Spaniel, All Around Friendliness,Dog Friendly,4
Tibetan Spaniel, All Around Friendliness,Friendly Toward Strangers,3
Tibetan Spaniel, Health And Grooming Needs,Amount Of Shedding,3
Tibetan Spaniel, Health And Grooming Needs,Drooling Potential,1
Tibetan Spaniel, Health And Grooming Needs,Easy To Groom,4
Tibetan Spaniel, Health And Grooming Needs,General Health,5
Tibetan Spaniel, Health And Grooming Needs,Potential For Weight Gain,3
Tibetan Spaniel, Health And Grooming Needs,Size,1
Tibetan Spaniel, Trainability,Easy To Train,4
Tibetan Spaniel, Trainability,Intelligence,4
Tibetan Spaniel, Trainability,Potential For Mouthiness,3
Tibetan Spaniel, Trainability,Prey Drive,3
Tibetan Spaniel, Trainability,Tendency To Bark Or Howl,4
Tibetan Spaniel, Trainability,Wanderlust Potential,3
Tibetan Spaniel, Physical Needs,Energy Level,3
Tibetan Spaniel, Physical Needs,Intensity,3
Tibetan Spaniel, Physical Needs,Exercise Needs,4
Tibetan Spaniel, Physical Needs,Potential For Playfulness,4
Tibetan Mastiff, Adaptability,Adapts Well To Apartment Living,1
Tibetan Mastiff, Adaptability,Good For Novice Owners,1
Tibetan Mastiff, Adaptability,Sensitivity Level,5
Tibetan Mastiff, Adaptability,Tolerates Being Alone,1
Tibetan Mastiff, Adaptability,Tolerates Cold Weather,5
Tibetan Mastiff, Adaptability,Tolerates Hot Weather,2
Tibetan Mastiff, All Around Friendliness,Affectionate With Family,5
